apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
11.69,0.71,11.37,0.98,partly-cloudy-night,269.3,0.0,0.0,,999.83,Mostly Cloudy,11.69,1508269200,0,9.33,234,24.06,12.33
11.68,0.82,11.32,0.98,partly-cloudy-night,270.65,0.0025,0.01,rain,999.74,Mostly Cloudy,11.68,1508270400,0,10.01,236,26.6,13.16
11.63,0.71,11.21,0.97,partly-cloudy-night,272.04,0.0,0.0,,999.67,Mostly Cloudy,11.63,1508271600,0,10.01,236,23.8,12.62
11.58,0.59,11.11,0.97,partly-cloudy-night,273.42,0.0,0.0,,999.6,Partly Cloudy,11.58,1508272800,0,10.01,237,21.0,12.07
11.53,0.47,10.99,0.97,partly-cloudy-night,274.81,0.0,0.0,,999.53,Partly Cloudy,11.53,1508274000,0,10.01,237,18.19,11.54
11.44,0.59,10.91,0.97,partly-cloudy-night,276.27,0.0,0.0,,999.46,Partly Cloudy,11.44,1508275200,0,10.01,236,17.85,11.52
11.36,0.7,10.82,0.97,partly-cloudy-night,277.74,0.0,0.0,,999.39,Mostly Cloudy,11.36,1508276400,0,10.01,236,17.51,11.51
11.27,0.82,10.73,0.97,partly-cloudy-night,279.21,0.0,0.0,,999.32,Mostly Cloudy,11.27,1508277600,0,10.01,235,17.17,11.51
11.27,0.7,10.63,0.96,partly-cloudy-night,280.73,0.0,0.0,,999.26,Mostly Cloudy,11.27,1508278800,0,10.01,237,17.96,11.86
11.27,0.58,10.52,0.95,partly-cloudy-night,282.25,0.0,0.0,,999.19,Partly Cloudy,11.27,1508280000,0,10.01,239,18.73,12.25
11.27,0.46,10.42,0.94,partly-cloudy-night,283.78,0.0,0.0,,999.13,Partly Cloudy,11.27,1508281200,0,10.01,241,19.52,12.63
11.27,0.46,10.44,0.95,partly-cloudy-night,284.94,0.0,0.0,,998.89,Partly Cloudy,11.27,1508282400,0,10.01,240,20.0,12.3
11.27,0.46,10.46,0.95,partly-cloudy-night,286.1,0.0,0.0,,998.65,Partly Cloudy,11.27,1508283600,0,10.01,238,20.49,11.97
11.27,0.46,10.48,0.95,partly-cloudy-night,287.27,0.0,0.0,,998.41,Partly Cloudy,11.27,1508284800,0,10.01,236,20.99,11.65
11.24,0.58,10.51,0.95,partly-cloudy-night,287.3,0.0,0.0,,998.25,Partly Cloudy,11.24,1508286000,0,10.01,236,20.08,12.17
11.21,0.7,10.53,0.96,partly-cloudy-night,287.34,0.0,0.0,,998.09,Mostly Cloudy,11.21,1508287200,0,10.01,235,19.18,12.68
11.18,0.82,10.55,0.96,partly-cloudy-night,287.37,0.0,0.0,,997.93,Mostly Cloudy,11.18,1508288400,0,10.01,235,18.28,13.2
11.1,0.7,10.59,0.97,partly-cloudy-night,286.81,0.0,0.0,,997.78,Mostly Cloudy,11.1,1508289600,0,10.01,236,17.82,12.31
11.03,0.58,10.63,0.97,partly-cloudy-night,286.24,0.0,0.0,,997.62,Partly Cloudy,11.03,1508290800,0,10.01,238,17.35,11.41
10.95,0.47,10.67,0.98,partly-cloudy-night,285.67,0.0,0.0,,997.46,Partly Cloudy,10.95,1508292000,0,10.01,240,16.88,10.54
10.92,0.47,10.64,0.98,partly-cloudy-night,285.3,0.0025,0.01,rain,997.39,Partly Cloudy,10.92,1508293200,0,10.01,242,17.01,10.48
10.9,0.47,10.62,0.98,partly-cloudy-night,284.94,0.0025,0.01,rain,997.32,Partly Cloudy,10.9,1508294400,0,10.01,245,17.12,10.43
10.87,0.47,10.59,0.98,partly-cloudy-night,284.57,0.0025,0.01,rain,997.26,Partly Cloudy,10.87,1508295600,0,10.01,248,17.25,10.41
10.7,0.59,10.26,0.97,partly-cloudy-night,284.52,0.0025,0.01,rain,997.31,Partly Cloudy,10.7,1508296800,0,10.01,253,18.19,10.22
10.53,0.7,9.93,0.96,partly-cloudy-night,284.48,0.0,0.0,,997.36,Mostly Cloudy,10.53,1508298000,0,10.01,259,19.1,10.12
10.35,0.82,9.6,0.95,partly-cloudy-night,284.44,0.0,0.0,,997.41,Mostly Cloudy,10.35,1508299200,0,10.01,265,20.04,10.12
10.08,0.7,9.31,0.95,partly-cloudy-night,284.56,0.0,0.0,,997.56,Mostly Cloudy,10.08,1508300400,0,10.01,273,19.07,9.32
8.64,0.58,9.03,0.95,partly-cloudy-night,284.68,0.0,0.0,,997.7,Partly Cloudy,9.8,1508301600,0,10.01,282,18.11,8.71
8.38,0.46,8.74,0.95,partly-cloudy-night,284.81,0.0,0.0,,997.85,Partly Cloudy,9.52,1508302800,0,10.01,292,17.14,8.35
7.89,0.43,8.07,0.93,partly-cloudy-day,284.54,0.0,0.0,,998.16,Partly Cloudy,9.16,1508304000,0,10.01,303,18.02,8.69
7.35,0.4,7.39,0.91,partly-cloudy-day,284.27,0.0,0.0,,998.47,Partly Cloudy,8.81,1508305200,0,10.01,312,18.91,9.3
6.76,0.37,6.72,0.89,partly-cloudy-day,284.0,0.0,0.0,,998.78,Partly Cloudy,8.44,1508306400,0,10.01,321,19.79,10.14
6.41,0.37,6.55,0.89,partly-cloudy-day,285.09,0.0,0.0,,999.14,Partly Cloudy,8.26,1508307600,0,10.01,320,20.05,10.81
6.07,0.37,6.39,0.89,partly-cloudy-day,286.18,0.0,0.0,,999.5,Partly Cloudy,8.07,1508308800,0,10.01,319,20.31,11.51
5.72,0.37,6.23,0.89,partly-cloudy-day,287.27,0.0,0.0,,999.86,Partly Cloudy,7.87,1508310000,0,10.01,319,20.57,12.18
5.56,0.36,5.94,0.88,partly-cloudy-day,288.82,0.0,0.0,,1000.3,Partly Cloudy,7.78,1508311200,1,10.01,319,20.65,12.54
5.39,0.36,5.66,0.87,partly-cloudy-day,290.37,0.0,0.0,,1000.74,Partly Cloudy,7.69,1508312400,1,10.01,320,20.74,12.89
5.22,0.36,5.37,0.86,partly-cloudy-day,291.92,0.0,0.0,,1001.17,Partly Cloudy,7.6,1508313600,1,10.01,320,20.84,13.24
5.28,0.35,5.42,0.86,partly-cloudy-day,293.3,0.0,0.0,,1001.58,Partly Cloudy,7.54,1508314800,1,10.01,321,19.68,12.42
5.35,0.34,5.47,0.87,partly-cloudy-day,294.67,0.0,0.0,,1001.98,Partly Cloudy,7.49,1508316000,1,10.01,322,18.52,11.62
5.43,0.34,5.52,0.88,partly-cloudy-day,296.05,0.0,0.0,,1002.38,Partly Cloudy,7.43,1508317200,1,10.01,324,17.36,10.81
5.71,0.33,5.22,0.84,partly-cloudy-day,297.02,0.0,0.0,,1002.72,Partly Cloudy,7.68,1508318400,1,10.01,317,17.32,10.9
5.97,0.32,4.89,0.81,partly-cloudy-day,298.0,0.0,0.0,,1003.06,Partly Cloudy,7.93,1508319600,1,10.01,310,17.27,11.14
6.2,0.31,4.55,0.78,partly-cloudy-day,298.97,0.0,0.0,,1003.4,Partly Cloudy,8.18,1508320800,1,10.01,304,17.22,11.54
6.53,0.3,4.48,0.76,partly-cloudy-day,299.76,0.0,0.0,,1003.71,Partly Cloudy,8.44,1508322000,1,10.01,294,17.57,11.41
6.81,0.29,4.4,0.74,partly-cloudy-day,300.56,0.0,0.0,,1004.02,Partly Cloudy,8.7,1508323200,1,10.01,285,17.94,11.6
7.05,0.27,4.32,0.73,partly-cloudy-day,301.35,0.0,0.0,,1004.33,Partly Cloudy,8.96,1508324400,1,10.01,276,18.3,12.09
6.98,0.41,4.24,0.72,partly-cloudy-day,302.98,0.0,0.0,,1004.69,Partly Cloudy,8.96,1508325600,1,10.01,274,18.27,12.55
6.91,0.54,4.17,0.72,partly-cloudy-day,304.6,0.0,0.0,,1005.06,Partly Cloudy,8.96,1508326800,1,10.01,273,18.23,13.04
6.84,0.68,4.09,0.72,partly-cloudy-day,306.23,0.0,0.0,,1005.43,Mostly Cloudy,8.96,1508328000,1,10.01,271,18.2,13.52
6.91,0.67,4.21,0.72,partly-cloudy-day,306.65,0.0,0.0,,1005.61,Mostly Cloudy,9.02,1508329200,0,10.01,275,18.38,13.5
6.98,0.65,4.32,0.72,partly-cloudy-day,307.06,0.0,0.0,,1005.8,Mostly Cloudy,9.07,1508330400,0,10.01,278,18.56,13.53
7.04,0.64,4.43,0.72,partly-cloudy-day,307.48,0.0,0.0,,1005.98,Mostly Cloudy,9.13,1508331600,0,10.01,281,18.73,13.6
7.08,0.63,4.42,0.73,partly-cloudy-day,307.59,0.0,0.0,,1006.1,Mostly Cloudy,9.1,1508332800,0,10.01,278,17.72,13.02
7.12,0.62,4.41,0.73,partly-cloudy-day,307.7,0.0,0.0,,1006.21,Mostly Cloudy,9.07,1508334000,0,10.01,275,16.7,12.47
7.17,0.61,4.39,0.73,partly-cloudy-day,307.81,0.0,0.0,,1006.33,Mostly Cloudy,9.04,1508335200,0,10.01,272,15.71,11.97
7.04,0.49,4.44,0.74,partly-cloudy-day,307.87,0.0,0.0,,1006.46,Partly Cloudy,8.89,1508336400,0,10.01,269,15.61,11.68
6.91,0.36,4.48,0.75,partly-cloudy-day,307.93,0.0,0.0,,1006.59,Partly Cloudy,8.75,1508337600,0,10.01,265,15.51,11.44
6.77,0.23,4.53,0.76,clear-night,308.0,0.0,0.0,,1006.72,Clear,8.61,1508338800,0,10.01,262,15.42,11.22
6.74,0.2,4.57,0.76,clear-night,308.12,0.0,0.0,,1006.9,Clear,8.52,1508340000,0,10.01,263,16.8,10.77
6.72,0.17,4.62,0.77,clear-night,308.25,0.0,0.0,,1007.07,Clear,8.43,1508341200,0,10.01,264,18.19,10.32
6.69,0.13,4.66,0.78,clear-night,308.37,0.0,0.0,,1007.24,Clear,8.34,1508342400,0,10.01,265,19.57,9.87
6.59,0.13,4.7,0.78,clear-night,308.5,0.0,0.0,,1007.43,Clear,8.32,1508343600,0,10.01,265,19.02,10.27
6.48,0.13,4.74,0.78,clear-night,308.63,0.0,0.0,,1007.62,Clear,8.29,1508344800,0,10.01,264,18.48,10.69
6.38,0.13,4.78,0.79,clear-night,308.76,0.0,0.0,,1007.81,Clear,8.27,1508346000,0,10.01,263,17.93,11.09
6.28,0.12,4.79,0.8,clear-night,309.72,0.0,0.0,,1008.05,Clear,8.08,1508347200,0,10.01,267,16.62,10.38
6.17,0.12,4.79,0.81,clear-night,310.67,0.0,0.0,,1008.28,Clear,7.88,1508348400,0,10.01,271,15.3,9.72
6.07,0.12,4.8,0.82,clear-night,311.62,0.0,0.0,,1008.51,Clear,7.69,1508349600,0,10.01,276,14.0,9.12
5.94,0.12,4.88,0.83,clear-night,311.71,0.0,0.0,,1008.67,Clear,7.67,1508350800,0,10.01,272,14.98,9.58
5.81,0.11,4.96,0.83,clear-night,311.8,0.0,0.0,,1008.83,Clear,7.64,1508352000,0,10.01,268,15.96,10.09
5.68,0.11,5.04,0.84,clear-night,311.89,0.0,0.0,,1009.0,Clear,7.61,1508353200,0,10.01,265,16.95,10.62
5.49,0.1,4.99,0.85,clear-night,311.84,0.0,0.0,,1009.15,Clear,7.41,1508354400,0,10.01,268,16.85,10.32
5.31,0.1,4.93,0.85,clear-night,311.79,0.0,0.0,,1009.3,Clear,7.21,1508355600,0,10.01,272,16.77,10.04
5.12,0.1,4.87,0.86,clear-night,311.73,0.0,0.0,,1009.45,Clear,7.01,1508356800,0,10.01,275,16.67,9.8
4.87,0.09,4.84,0.88,clear-night,311.7,0.0,0.0,,1009.62,Clear,6.71,1508358000,0,10.01,275,15.05,9.25
4.64,0.09,4.79,0.89,clear-night,311.66,0.0,0.0,,1009.79,Clear,6.41,1508359200,0,10.01,275,13.42,8.69
4.41,0.09,4.75,0.91,clear-night,311.62,0.0,0.0,,1009.95,Clear,6.1,1508360400,0,10.01,274,11.8,8.13
4.19,0.09,4.63,0.92,clear-night,311.63,0.0,0.0,,1010.16,Clear,5.8,1508361600,0,10.01,272,12.13,7.58
3.99,0.09,4.52,0.93,clear-night,311.63,0.0,0.0,,1010.36,Clear,5.49,1508362800,0,10.01,270,12.47,7.05
3.79,0.09,4.4,0.95,clear-night,311.64,0.0,0.0,,1010.56,Clear,5.19,1508364000,0,10.01,267,12.81,6.52
3.56,0.12,4.32,0.95,clear-night,311.64,0.0,0.0,,1010.78,Clear,5.05,1508365200,0,10.01,267,11.62,6.74
3.33,0.15,4.24,0.95,clear-night,311.64,0.0,0.0,,1010.99,Clear,4.91,1508366400,0,10.01,267,10.41,6.95
3.1,0.18,4.17,0.96,clear-night,311.64,0.0,0.0,,1011.2,Clear,4.77,1508367600,0,10.01,266,9.22,7.18
3.57,0.29,4.43,0.96,partly-cloudy-night,311.44,0.0,0.0,,1011.42,Partly Cloudy,4.99,1508368800,0,10.01,269,8.64,6.52
4.04,0.41,4.69,0.96,partly-cloudy-night,311.23,0.0,0.0,,1011.64,Partly Cloudy,5.22,1508370000,0,10.01,272,8.08,5.87
4.52,0.53,4.96,0.97,partly-cloudy-night,311.03,0.0,0.0,,1011.86,Partly Cloudy,5.46,1508371200,0,10.01,277,7.5,5.26
4.43,0.53,4.8,0.96,partly-cloudy-night,311.21,0.0,0.0,,1012.02,Partly Cloudy,5.37,1508372400,0,10.01,277,7.4,5.25
4.34,0.53,4.64,0.96,partly-cloudy-night,311.39,0.0,0.0,,1012.18,Partly Cloudy,5.29,1508373600,0,10.01,277,7.29,5.21
4.26,0.53,4.48,0.95,partly-cloudy-night,311.58,0.0,0.0,,1012.34,Partly Cloudy,5.21,1508374800,0,10.01,277,7.19,5.2
4.19,0.53,4.48,0.96,partly-cloudy-night,311.91,0.0,0.0,,1012.49,Partly Cloudy,5.12,1508376000,0,10.01,274,6.61,5.13
4.12,0.53,4.47,0.96,partly-cloudy-night,312.24,0.0,0.0,,1012.63,Partly Cloudy,5.04,1508377200,0,10.01,271,6.04,5.07
4.04,0.53,4.47,0.97,partly-cloudy-night,312.57,0.0,0.0,,1012.77,Partly Cloudy,4.96,1508378400,0,10.01,268,5.46,5.04
3.88,0.53,4.39,0.96,partly-cloudy-night,312.95,0.0,0.0,,1012.92,Partly Cloudy,4.9,1508379600,0,10.01,271,5.78,5.28
3.72,0.53,4.32,0.96,partly-cloudy-night,313.33,0.0,0.0,,1013.07,Partly Cloudy,4.84,1508380800,0,10.01,274,6.12,5.54
3.56,0.53,4.24,0.96,partly-cloudy-night,313.71,0.0,0.0,,1013.21,Partly Cloudy,4.78,1508382000,0,10.01,276,6.44,5.81
3.58,0.41,4.13,0.96,partly-cloudy-night,314.22,0.0,0.0,,1013.39,Partly Cloudy,4.78,1508383200,0,10.01,273,6.23,5.75
3.59,0.29,4.03,0.95,partly-cloudy-night,314.73,0.0,0.0,,1013.56,Partly Cloudy,4.78,1508384400,0,10.01,270,6.02,5.71
3.6,0.18,3.92,0.94,clear-night,315.23,0.0,0.0,,1013.74,Clear,4.78,1508385600,0,10.01,266,5.81,5.68
3.22,0.18,3.51,0.94,clear-night,315.81,0.0,0.0,,1013.92,Clear,4.45,1508386800,0,10.01,266,5.09,5.68
2.83,0.18,3.09,0.93,clear-night,316.38,0.0,0.0,,1014.1,Clear,4.11,1508388000,0,10.01,266,4.38,5.68
2.45,0.18,2.67,0.92,clear-night,316.96,0.0,0.0,,1014.28,Clear,3.78,1508389200,0,10.01,266,3.67,5.66
2.52,0.15,2.73,0.91,clear-day,317.38,0.0,0.0,,1014.46,Clear,3.99,1508390400,0,10.01,269,3.77,6.18
2.59,0.12,2.78,0.9,clear-day,317.8,0.0,0.0,,1014.64,Clear,4.21,1508391600,0,10.01,271,3.86,6.71
2.68,0.09,2.83,0.89,clear-day,318.22,0.0,0.0,,1014.82,Clear,4.42,1508392800,0,10.01,273,3.96,7.24
3.71,0.06,3.11,0.86,clear-day,318.6,0.0,0.0,,1014.99,Clear,5.24,1508394000,0,10.01,273,4.84,7.0
4.74,0.03,3.36,0.83,clear-day,318.98,0.0,0.0,,1015.16,Clear,6.07,1508395200,0,10.01,273,5.75,6.76
5.76,0.0,3.58,0.79,clear-day,319.36,0.0,0.0,,1015.34,Clear,6.89,1508396400,0,10.01,273,6.65,6.52
7.27,0.03,4.37,0.77,clear-day,319.65,0.0,0.0,,1015.5,Clear,8.13,1508397600,1,10.01,273,7.81,6.24
8.77,0.06,5.15,0.75,clear-day,319.93,0.0,0.0,,1015.67,Clear,9.37,1508398800,1,10.01,272,8.95,5.99
10.61,0.09,5.91,0.73,clear-day,320.22,0.0,0.0,,1015.84,Clear,10.61,1508400000,1,10.01,271,10.11,5.71
10.14,0.09,5.75,0.74,clear-day,320.57,0.0,0.0,,1015.98,Clear,10.14,1508401200,1,10.01,275,10.72,6.82
8.64,0.09,5.58,0.76,clear-day,320.93,0.0,0.0,,1016.13,Clear,9.68,1508402400,1,10.01,278,11.31,7.97
7.86,0.09,5.41,0.77,clear-day,321.29,0.0,0.0,,1016.28,Clear,9.21,1508403600,1,10.01,281,11.93,9.12
8.1,0.12,5.5,0.77,clear-day,321.77,0.0,0.0,,1016.4,Clear,9.37,1508404800,1,10.01,284,12.68,8.9
8.33,0.15,5.59,0.76,clear-day,322.25,0.0,0.0,,1016.53,Clear,9.54,1508406000,1,10.01,287,13.42,8.71
8.56,0.18,5.68,0.76,clear-day,322.73,0.0,0.0,,1016.66,Clear,9.7,1508407200,1,10.01,291,14.18,8.55
7.96,0.18,5.52,0.78,clear-day,323.23,0.0,0.0,,1016.76,Clear,9.16,1508408400,1,10.01,286,13.16,8.34
7.36,0.18,5.34,0.8,clear-day,323.73,0.0,0.0,,1016.86,Clear,8.62,1508409600,1,10.01,281,12.15,8.21
6.73,0.18,5.16,0.82,clear-day,324.23,0.0,0.0,,1016.97,Clear,8.08,1508410800,1,10.01,276,11.14,8.13
7.01,0.15,5.42,0.82,clear-day,323.6,0.0,0.0,,1017.15,Clear,8.24,1508412000,1,10.01,277,11.14,7.77
7.28,0.12,5.68,0.83,clear-day,322.98,0.0,0.0,,1017.33,Clear,8.41,1508413200,1,10.01,278,11.14,7.42
7.56,0.09,5.94,0.84,clear-day,322.35,0.0,0.0,,1017.51,Clear,8.57,1508414400,1,10.01,280,11.12,7.08
7.26,0.09,5.49,0.81,clear-day,322.45,0.0,0.0,,1017.63,Clear,8.56,1508415600,1,10.01,293,11.67,8.34
6.93,0.09,5.03,0.79,clear-day,322.56,0.0,0.0,,1017.75,Clear,8.54,1508416800,1,10.01,302,12.21,9.9
6.61,0.09,4.55,0.76,clear-day,322.66,0.0,0.0,,1017.86,Clear,8.53,1508418000,0,10.01,308,12.76,11.64
6.53,0.09,4.19,0.75,clear-day,322.73,0.0,0.0,,1017.98,Clear,8.33,1508419200,0,10.01,310,13.29,10.65
6.46,0.09,3.84,0.74,clear-day,322.81,0.0,0.0,,1018.11,Clear,8.12,1508420400,0,10.01,312,13.81,9.69
6.41,0.09,3.48,0.74,clear-day,322.88,0.0,0.0,,1018.23,Clear,7.92,1508421600,0,10.01,314,14.34,8.74
6.12,0.09,3.56,0.76,clear-day,322.89,0.0,0.0,,1018.36,Clear,7.44,1508422800,0,10.01,314,10.77,7.58
5.88,0.09,3.62,0.79,clear-day,322.9,0.0,0.0,,1018.49,Clear,6.97,1508424000,0,10.01,313,7.19,6.41
5.71,0.09,3.66,0.82,clear-night,322.91,0.0,0.0,,1018.62,Clear,6.49,1508425200,0,10.01,313,3.64,5.25
5.12,0.09,3.4,0.84,clear-night,322.79,0.0,0.0,,1018.77,Clear,5.97,1508426400,0,10.01,313,3.59,5.23
4.53,0.09,3.14,0.85,clear-night,322.66,0.0,0.0,,1018.92,Clear,5.45,1508427600,0,10.01,313,3.54,5.21
3.94,0.09,2.87,0.87,clear-night,322.53,0.0,0.0,,1019.08,Clear,4.93,1508428800,0,10.01,314,3.51,5.2
3.54,0.09,2.66,0.87,clear-night,322.31,0.0,0.0,,1019.24,Clear,4.57,1508430000,0,10.01,314,3.46,5.18
3.13,0.09,2.44,0.88,clear-night,322.09,0.0,0.0,,1019.4,Clear,4.21,1508431200,0,10.01,314,3.41,5.17
2.73,0.09,2.22,0.89,clear-night,321.86,0.0,0.0,,1019.56,Clear,3.84,1508432400,0,10.01,314,3.36,5.15
3.67,0.07,2.07,0.89,clear-night,320.69,0.0,0.0,,1019.7,Clear,3.67,1508433600,0,10.01,309,3.43,4.81
3.5,0.04,1.91,0.89,clear-night,319.51,0.0,0.0,,1019.83,Clear,3.5,1508434800,0,10.01,303,3.51,4.52
3.33,0.01,1.75,0.89,clear-night,318.33,0.0,0.0,,1019.97,Clear,3.33,1508436000,0,10.01,297,3.57,4.28
3.06,0.04,1.49,0.89,clear-night,318.34,0.0,0.0,,1020.1,Clear,3.06,1508437200,0,10.01,294,3.46,4.23
2.79,0.07,1.24,0.89,clear-night,318.34,0.0,0.0,,1020.24,Clear,2.79,1508438400,0,10.01,291,3.33,4.18
2.53,0.09,0.98,0.89,clear-night,318.35,0.0,0.0,,1020.38,Clear,2.53,1508439600,0,10.01,288,3.22,4.15
2.42,0.09,1.04,0.91,clear-night,318.59,0.0,0.0,,1020.51,Clear,2.42,1508440800,0,10.01,291,3.06,4.15
2.3,0.09,1.11,0.92,clear-night,318.84,0.0,0.0,,1020.64,Clear,2.3,1508442000,0,10.01,293,2.9,4.17
2.18,0.09,1.17,0.93,clear-night,319.08,0.0,0.0,,1020.77,Clear,2.18,1508443200,0,10.01,295,2.74,4.18
2.07,0.09,1.05,0.93,clear-night,319.4,0.0,0.0,,1020.89,Clear,2.07,1508444400,0,10.01,293,2.62,4.14
1.96,0.09,0.93,0.93,clear-night,319.71,0.0,0.0,,1021.0,Clear,1.96,1508445600,0,10.01,290,2.49,4.1
1.84,0.09,0.82,0.93,clear-night,320.02,0.0,0.0,,1021.12,Clear,1.84,1508446800,0,10.01,287,2.37,4.09
1.62,0.09,0.79,0.94,clear-night,320.31,0.0,0.0,,1021.2,Clear,1.62,1508448000,0,10.01,287,2.29,3.56
1.4,0.09,0.77,0.96,clear-night,320.59,0.0,0.0,,1021.28,Clear,1.4,1508449200,0,10.01,288,2.22,3.04
1.18,0.09,0.74,0.97,clear-night,320.87,0.0,0.0,,1021.37,Clear,1.18,1508450400,0,10.01,289,2.16,2.51
1.09,0.09,0.6,0.97,clear-night,321.24,0.0,0.0,,1021.43,Clear,1.09,1508451600,0,10.01,282,2.12,2.14
1.01,0.09,0.47,0.96,clear-night,321.61,0.0,0.0,,1021.5,Clear,1.01,1508452800,0,10.01,272,2.09,1.8
0.93,0.09,0.33,0.96,clear-night,321.97,0.0,0.0,,1021.57,Clear,0.93,1508454000,0,10.01,258,2.06,1.56
0.93,0.09,0.36,0.96,clear-night,323.04,0.0,0.0,,1021.58,Clear,0.93,1508455200,0,10.01,273,2.11,2.12
0.93,0.09,0.37,0.96,clear-night,324.1,0.0,0.0,,1021.59,Clear,0.93,1508456400,0,10.01,281,2.14,2.78
0.93,0.09,0.39,0.96,clear-night,325.17,0.0,0.0,,1021.6,Clear,0.93,1508457600,0,10.01,286,2.19,3.46
0.71,0.09,0.2,0.96,clear-night,325.98,0.0,0.0,,1021.67,Clear,0.71,1508458800,0,10.01,286,2.19,3.72
0.49,0.09,0.01,0.96,clear-night,326.79,0.0,0.0,,1021.75,Clear,0.49,1508460000,0,10.01,285,2.19,3.96
0.28,0.09,-0.19,0.97,clear-night,327.6,0.0,0.0,,1021.82,Clear,0.28,1508461200,0,10.01,285,2.19,4.22
0.19,0.06,-0.27,0.97,clear-night,328.46,0.0,0.0,,1021.89,Clear,0.19,1508462400,0,10.01,285,2.17,3.98
0.1,0.03,-0.35,0.97,clear-night,329.32,0.0,0.0,,1021.96,Clear,0.1,1508463600,0,10.01,285,2.17,3.73
0.01,0.01,-0.43,0.97,clear-night,330.18,0.0,0.0,,1022.03,Clear,0.01,1508464800,0,10.01,285,2.17,3.49
-0.18,0.01,-0.56,0.97,clear-night,330.88,0.0,0.0,,1022.11,Clear,-0.18,1508466000,0,10.01,285,2.17,3.49
-0.37,0.01,-0.68,0.98,clear-night,331.58,0.0,0.0,,1022.19,Clear,-0.37,1508467200,0,10.01,285,2.17,3.49
-0.56,0.01,-0.8,0.98,clear-night,332.28,0.0,0.0,,1022.28,Clear,-0.56,1508468400,0,10.01,285,2.17,3.49
-0.53,0.01,-0.76,0.98,clear-night,332.7,0.0,0.0,,1022.35,Clear,-0.53,1508469600,0,10.01,288,2.57,3.2
-0.5,0.0,-0.72,0.98,clear-night,333.13,0.0,0.0,,1022.42,Clear,-0.5,1508470800,0,10.01,291,2.96,2.91
-0.47,0.0,-0.68,0.98,clear-night,333.55,0.0,0.0,,1022.49,Clear,-0.47,1508472000,0,10.01,295,3.36,2.66
-0.63,0.03,-0.86,0.98,clear-night,333.79,0.0,0.0,,1022.56,Clear,-0.63,1508473200,0,6.97,291,2.95,2.9
-0.79,0.06,-1.02,0.98,clear-night,334.03,0.0,0.0,,1022.64,Clear,-0.79,1508474400,0,3.93,289,2.54,3.15
-0.95,0.09,-1.19,0.98,fog,334.27,0.0,0.0,,1022.71,Foggy,-0.95,1508475600,0,0.9,286,2.12,3.41
-0.74,0.09,-1.06,0.98,clear-day,334.24,0.0,0.0,,1022.79,Clear,-0.74,1508476800,0,3.93,298,2.25,3.3
-0.53,0.09,-0.94,0.97,clear-day,334.2,0.0,0.0,,1022.87,Clear,-0.53,1508478000,0,6.97,310,2.38,3.33
-0.31,0.09,-0.82,0.96,clear-day,334.16,0.0,0.0,,1022.94,Clear,-0.31,1508479200,0,10.01,321,2.51,3.51
0.18,0.09,-0.51,0.95,clear-day,333.89,0.0,0.0,,1023.0,Clear,0.18,1508480400,0,10.01,315,2.46,3.12
0.68,0.09,-0.21,0.94,clear-day,333.62,0.0,0.0,,1023.06,Clear,0.68,1508481600,0,10.01,308,2.43,2.78
1.18,0.09,0.09,0.92,clear-day,333.36,0.0,0.0,,1023.12,Clear,1.18,1508482800,0,10.01,298,2.38,2.51
1.59,0.09,0.43,0.92,clear-day,332.9,0.0,0.0,,1023.19,Clear,1.59,1508484000,1,10.01,301,2.7,2.49
2.0,0.09,0.77,0.92,clear-day,332.45,0.0,0.0,,1023.26,Clear,2.0,1508485200,1,10.01,304,3.04,2.49
2.41,0.09,1.1,0.91,clear-day,332.0,0.0,0.0,,1023.33,Clear,2.41,1508486400,1,10.01,307,3.36,2.51
2.82,0.09,1.36,0.9,clear-day,331.55,0.0,0.0,,1023.39,Clear,2.82,1508487600,1,10.01,317,3.35,2.75
3.23,0.09,1.61,0.89,clear-day,331.09,0.0,0.0,,1023.45,Clear,3.23,1508488800,1,10.01,325,3.32,3.06
3.63,0.09,1.87,0.88,clear-day,330.64,0.0,0.0,,1023.51,Clear,3.63,1508490000,1,10.01,332,3.28,3.41
4.24,0.09,2.21,0.87,clear-day,330.28,0.0,0.0,,1023.54,Clear,4.24,1508491200,1,10.01,334,4.35,2.9
4.85,0.09,2.56,0.85,clear-day,329.92,0.0,0.0,,1023.57,Clear,4.85,1508492400,1,10.01,337,5.41,2.38
5.46,0.09,2.89,0.83,clear-day,329.56,0.0,0.0,,1023.61,Clear,5.46,1508493600,1,10.01,342,6.47,1.87
5.73,0.09,3.03,0.83,clear-day,329.24,0.0,0.0,,1023.63,Clear,5.73,1508494800,1,10.01,341,6.58,2.49
6.0,0.09,3.17,0.82,clear-day,328.92,0.0,0.0,,1023.66,Clear,6.0,1508496000,1,10.01,341,6.69,3.12
6.27,0.09,3.31,0.81,clear-day,328.61,0.0,0.0,,1023.69,Clear,6.27,1508497200,1,10.01,340,6.79,3.75
6.59,0.12,3.37,0.8,clear-day,325.39,0.0,0.0,,1023.77,Clear,6.59,1508498400,1,10.01,340,6.9,3.62
6.91,0.15,3.42,0.78,clear-day,322.17,0.0,0.0,,1023.85,Clear,6.91,1508499600,1,10.01,340,7.02,3.48
