apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
-1.78,0.13,-0.98,0.9,clear-night,267.6,0.0,0.0,,1024.3,Clear,0.51,1508736000,0,10.01,43,10.64,6.97
-1.69,0.13,-0.91,0.9,clear-day,266.89,0.0,0.0,,1024.5,Clear,0.51,1508737200,0,10.01,41,11.18,6.73
-1.61,0.12,-0.84,0.91,clear-day,266.19,0.0,0.0,,1024.69,Clear,0.51,1508738400,0,10.01,38,11.73,6.49
-1.1,0.13,-0.43,0.9,clear-day,266.17,0.0,0.0,,1024.87,Clear,1.09,1508739600,0,10.01,38,12.76,6.97
-0.58,0.13,-0.02,0.88,clear-day,266.14,0.0,0.0,,1025.05,Clear,1.68,1508740800,0,10.01,37,13.81,7.44
-0.04,0.13,0.39,0.87,clear-day,266.11,0.0,0.0,,1025.23,Clear,2.26,1508742000,0,10.01,37,14.85,7.92
0.22,0.13,0.32,0.86,clear-day,266.3,0.0,0.0,,1025.39,Clear,2.42,1508743200,1,10.01,39,14.44,7.63
0.49,0.13,0.24,0.85,clear-day,266.5,0.0,0.0,,1025.55,Clear,2.57,1508744400,1,10.01,42,14.02,7.35
0.75,0.13,0.16,0.83,clear-day,266.69,0.0,0.0,,1025.71,Clear,2.72,1508745600,1,10.01,46,13.58,7.1
0.53,0.13,-0.13,0.82,clear-day,266.91,0.0,0.0,,1025.86,Clear,2.63,1508746800,1,10.01,52,14.4,7.44
0.29,0.13,-0.42,0.81,clear-day,267.14,0.0,0.0,,1026.01,Clear,2.53,1508748000,1,10.01,57,15.21,7.85
0.04,0.13,-0.72,0.8,clear-day,267.36,0.0,0.0,,1026.16,Clear,2.44,1508749200,1,10.01,62,16.01,8.32
-0.2,0.16,-0.88,0.78,clear-day,267.57,0.0,0.0,,1026.3,Clear,2.58,1508750400,1,10.01,63,16.59,9.93
-0.39,0.19,-1.06,0.76,clear-day,267.77,0.0,0.0,,1026.43,Clear,2.73,1508751600,1,10.01,63,17.17,11.54
-0.53,0.22,-1.23,0.74,clear-day,267.98,0.0,0.0,,1026.56,Clear,2.87,1508752800,1,10.01,64,17.75,13.16
-0.11,0.21,-1.37,0.73,clear-day,268.23,0.0,0.0,,1026.67,Clear,3.06,1508754000,1,10.01,57,16.53,12.18
0.27,0.21,-1.5,0.71,clear-day,268.49,0.0,0.0,,1026.79,Clear,3.26,1508755200,1,10.01,48,15.32,11.44
0.61,0.21,-1.65,0.69,clear-day,268.74,0.0,0.0,,1026.91,Clear,3.44,1508756400,1,10.01,39,14.1,10.94
0.68,0.21,-1.92,0.68,clear-day,268.99,0.0,0.0,,1027.02,Clear,3.44,1508757600,1,10.01,46,14.44,10.61
0.72,0.2,-2.19,0.67,clear-day,269.24,0.0,0.0,,1027.13,Clear,3.44,1508758800,1,10.01,53,14.77,10.41
0.73,0.2,-2.47,0.65,clear-day,269.49,0.0,0.0,,1027.24,Clear,3.44,1508760000,1,10.01,60,15.13,10.36
0.93,0.2,-2.42,0.65,clear-day,269.68,0.0,0.0,,1027.36,Clear,3.44,1508761200,1,10.01,58,13.49,9.51
1.14,0.19,-2.37,0.66,clear-day,269.88,0.0,0.0,,1027.48,Clear,3.44,1508762400,1,10.01,56,11.86,8.67
1.37,0.19,-2.32,0.66,clear-day,270.07,0.0,0.0,,1027.6,Clear,3.44,1508763600,0,10.01,54,10.24,7.84
1.24,0.31,-2.42,0.66,partly-cloudy-day,270.31,0.0,0.0,,1027.73,Partly Cloudy,3.31,1508764800,0,10.01,49,11.06,7.76
1.09,0.42,-2.51,0.66,partly-cloudy-day,270.55,0.0,0.0,,1027.86,Partly Cloudy,3.18,1508766000,0,10.01,44,11.89,7.74
0.92,0.54,-2.6,0.66,partly-cloudy-day,270.79,0.0,0.0,,1027.99,Partly Cloudy,3.05,1508767200,0,10.01,39,12.71,7.77
0.52,0.53,-2.67,0.68,partly-cloudy-day,270.97,0.0,0.0,,1028.12,Partly Cloudy,2.64,1508768400,0,10.01,45,9.99,7.53
0.09,0.53,-2.74,0.7,partly-cloudy-day,271.15,0.0,0.0,,1028.26,Partly Cloudy,2.24,1508769600,0,10.01,52,7.27,7.39
-0.36,0.53,-2.83,0.71,partly-cloudy-night,271.34,0.0,0.0,,1028.39,Partly Cloudy,1.84,1508770800,0,10.01,59,4.55,7.35
-0.42,0.5,-2.71,0.72,partly-cloudy-night,271.51,0.0,0.0,,1028.54,Partly Cloudy,1.88,1508772000,0,10.01,58,5.36,7.69
-0.47,0.48,-2.59,0.72,partly-cloudy-night,271.69,0.0,0.0,,1028.69,Partly Cloudy,1.93,1508773200,0,10.01,58,6.15,8.05
-0.52,0.45,-2.48,0.72,partly-cloudy-night,271.87,0.0,0.0,,1028.84,Partly Cloudy,1.97,1508774400,0,10.01,57,6.94,8.4
-0.52,0.39,-2.27,0.73,partly-cloudy-night,272.04,0.0,0.0,,1029.0,Partly Cloudy,2.15,1508775600,0,10.01,57,8.63,9.17
-0.5,0.34,-2.05,0.73,partly-cloudy-night,272.21,0.0,0.0,,1029.15,Partly Cloudy,2.33,1508776800,0,10.01,56,10.32,9.95
-0.47,0.28,-1.83,0.73,partly-cloudy-night,272.39,0.0,0.0,,1029.31,Partly Cloudy,2.51,1508778000,0,10.01,56,12.01,10.72
-0.4,0.23,-1.63,0.73,clear-night,272.47,0.0,0.0,,1029.46,Clear,2.69,1508779200,0,10.01,55,13.55,11.44
-0.32,0.18,-1.43,0.73,clear-night,272.56,0.0,0.0,,1029.61,Clear,2.88,1508780400,0,10.01,55,15.11,12.18
-0.24,0.13,-1.23,0.73,clear-night,272.64,0.0,0.0,,1029.76,Clear,3.08,1508781600,0,10.01,54,16.66,12.92
-0.18,0.12,-1.12,0.73,clear-night,272.64,0.0,0.0,,1029.88,Clear,3.17,1508782800,0,10.01,54,17.27,13.23
-0.12,0.11,-1.02,0.73,clear-night,272.65,0.0,0.0,,1030.01,Clear,3.27,1508784000,0,10.01,54,17.88,13.53
-0.06,0.1,-0.92,0.74,clear-night,272.65,0.0,0.0,,1030.14,Clear,3.36,1508785200,0,10.01,54,18.49,13.84
-0.05,0.12,-0.89,0.74,clear-night,272.6,0.0025,0.01,snow,1030.26,Clear,3.36,1508786400,0,10.01,54,18.44,13.78
-0.04,0.15,-0.86,0.74,clear-night,272.56,0.0051,0.02,snow,1030.38,Clear,3.36,1508787600,0,10.01,54,18.39,13.73
-0.03,0.17,-0.83,0.74,clear-night,272.51,0.0051,0.02,snow,1030.5,Clear,3.36,1508788800,0,,54,18.36,13.68
-0.03,0.19,-0.81,0.74,clear-night,272.43,0.0076,0.03,snow,1030.61,Clear,3.34,1508790000,0,,55,18.25,13.57
-0.03,0.21,-0.79,0.74,clear-night,272.34,0.0102,0.03,snow,1030.73,Clear,3.33,1508791200,0,,56,18.15,13.45
-0.02,0.23,-0.77,0.75,clear-night,272.26,0.0127,0.03,snow,1030.84,Clear,3.32,1508792400,0,,56,18.04,13.34
0.01,0.23,-0.73,0.75,clear-night,272.11,0.0127,0.03,snow,1030.95,Clear,3.31,1508793600,0,,57,17.96,13.16
0.03,0.23,-0.69,0.75,clear-night,271.97,0.0127,0.04,snow,1031.07,Clear,3.31,1508794800,0,,58,17.88,12.97
0.06,0.23,-0.65,0.75,clear-night,271.82,0.0127,0.04,snow,1031.18,Clear,3.3,1508796000,0,,58,17.8,12.79
0.11,0.22,-0.62,0.75,clear-night,271.66,0.0152,0.03,snow,1031.29,Clear,3.3,1508797200,0,,59,17.69,12.54
0.16,0.22,-0.59,0.76,clear-night,271.5,0.0152,0.03,snow,1031.4,Clear,3.29,1508798400,0,,60,17.56,12.26
0.2,0.21,-0.56,0.76,clear-night,271.34,0.0178,0.03,snow,1031.51,Clear,3.29,1508799600,0,,61,17.43,12.02
0.24,0.21,-0.54,0.76,clear-night,271.24,0.0178,0.03,snow,1031.61,Clear,3.28,1508800800,0,,62,17.2,11.7
0.29,0.22,-0.52,0.76,clear-night,271.13,0.0178,0.03,snow,1031.71,Clear,3.26,1508802000,0,,63,16.98,11.41
